word	trans	kk	level	
genuflect	屈膝	/ˋd??nj??fl?kt/	2	
genuine	真實的	/ˋd??nju?n/	2	
genus	屬	/ˋd?in?s/	2	
geocentric	地心的	/?d?i oˋs?ntr?k/	2	
geode	晶洞	/ˋd?iod/	2	
geodesy	測地學	/d?iˋ?d?s?/	2	
geography	地理	/d?iˋ?gr?f?/	2	
geology	地質學	/d?iˋ?l?d??/	2	
geomancy	地占術	/ˋd?i??m?ns?/	2	
geometry	幾何	/d?iˋ?m?tr?/	2	
geophysics	地球物理學	/?d?ioˋf?z?ks/	2	
geopolitics	地緣政治學	/?d?ioˋp?l?t?ks/	2	
georgic	田園詩	/ˋd??rd??k/	2	
geostationary	地球同步的	/?d?ioˋste??n??r?/	2	
geothermal	地熱的	/?d?ioˋθ?m?l/	2	
geranium	天竺葵	/d??ˋren??m/	2	
gerbil	沙鼠	/ˋd??b?l/	2	
geriatric	老年醫學的	/?d??r?ˋ?tr?k/	2	
geriatrics	老年病學	/?d??r?ˋ?tr?ks/	2	
germ	細菌	/d??m/	2	
german	德國的	/ˋd??m?n/	2	
germane	有密切關係的	/d??ˋmen/	2	
germanium	鍺	/d??ˋmen??m/	2	
germicide	殺菌劑	/ˋd??m??sa?d/	2	
germinal	種子的	/ˋd??m?n!/	2	
germinate	發芽	/ˋd??m??net/	2	
germination	發芽	/?d??m?ˋne??n/	2	
gerontocracy	老人政治	/?d??r?nˋt?kr?s?/	2	
gerontology	老年學	/?d??r?nˋt?l?d??/	2	
gerrymander	不公正劃分選區	/ˋd??r??m?nd?/	2	
gerund	動名詞	/ˋd??r?nd/	2	
gestapo	蓋世太保	/g?ˋst?po/	2	
gestation	懷孕	/d??ˋste??n/	2	
gesticulate	做手勢	/d??ˋst?kj??let/	2	
gesticulation	做手勢	/d???st?kj?ˋle??n/	2	
gestural	姿勢的	/ˋd??st??r?l/	2	
gesticulate	手勢	/d??ˋst?kj??let/	2	
gesture	姿勢	/ˋd??st??/	2	
get	得到	/g?t/	2	
getaway	逃跑	/ˋg?t?we/	2	
geyser	間歇泉	/ˋga?z?/	2	
ghastly	可怕的	/ˋg?stl?/	2	
gherkin	小黃瓜	/ˋg?k?n/	2	
ghetto	貧民區	/ˋg?to/	2	
ghost	鬼	/gost/	2	
ghostly	鬼魅般的	/ˋgostl?/	2	
ghoul	食屍鬼	/gul/	2	
ghoulish	殘忍的	/ˋgul??/	2	
giant	巨人	/ˋd?a??nt/	2	
gibber	急促不清地說	/ˋd??b?/	2	
gibberish	胡言亂語	/ˋd??b?r??/	2	
gibbet	絞刑架	/ˋd??b?t/	2	
gibbon	長臂猿	/ˋg?b?n/	2	
gibbous	凸起的	/ˋg?b?s/	2	
gibe	嘲笑	/d?a?b/	2	
giblets	禽雜碎	/ˋd??bl?ts/	2	
giddy	頭暈的	/ˋg?d?/	2	
gift	禮物	/g?ft/	2	
gifted	有天賦的	/ˋg?ft?d/	2	
gig	輕便馬車	/g?g/	2	
gigantic	巨大的	/d?a?ˋg?nt?k/	2	
giggle	咯咯笑	/ˋg?g!/	2	
gigolo	舞男	/ˋd??g??lo/	2	
gigot	羊腿	/ˋd??g?t/	2	
gild	鍍金	/g?ld/	2	
gill	腮	/g?l/	2	
gillyflower	紫羅蘭	/ˋd??l??fla??/	2	
gilt	鍍金的	/g?lt/	2	
gimcrack	廉價裝飾品	/ˋd??m?kr?k/	2	
gimlet	鑽孔器	/ˋg?ml?t/	2	
gimp	殘疾	/g?mp/	2	
gimpy	跛的	/ˋg?mp?/	2	
gin	琴酒	/d??n/	2	
ginger	薑	/ˋd??nd??/	2	
gingerbread	薑餅	/ˋd??nd???br?d/	2	
gingerly	小心翼翼地	/ˋd??nd??l?/	2	
gingham	格子布	/ˋg???m/	2	
gingival	牙齦的	/ˋd??nd??v!/	2	
gingivitis	牙齦炎	/?d??nd??ˋva?t?s/	2	
ginkgo	銀杏	/ˋg??ko/	2	
ginseng	人參	/ˋd??ns??/	2	
gippo	湯	/ˋd??po/	2	
gipsy	吉普賽人	/ˋd??ps?/	2	
giraffe	長頸鹿	/d??ˋr?f/	2	
girandole	枝形吊燈	/ˋd??r?n?dol/	2	
girder	大樑	/ˋg?d?/	2	
girdle	腰帶	/ˋg?d!/	2	
girl	女孩	/g?l/	2	
girlfriend	女朋友	/ˋg?l?fr?nd/	2	
girlish	少女般的	/ˋg?l??/	2	
giro	匯票	/ˋd?a?ro/	2	
girt	環繞	/g?t/	2	
girth	周長	/g?θ/	2	
gist	要點	/d??st/	2	
give	給	/g?v/	2	
give-and-take	妥協	/g?v ?n tek/	2	
giveaway	贈品	/ˋg?v??we/	2	
given	既定的	/ˋg?v?n/	2	
giver	給予者	/ˋg?v?/	2	
gizzard	砂囊	/ˋg?z?d/	2	
glac?	糖漬的	/gl?ˋse/	2	
glacial	冰河的	/ˋgle??l/	2	
glaciated	冰蝕的	/ˋgle???et?d/	2	
glacier	冰河	/ˋgle??/	2	
glad	高興的	/gl?d/	2	
gladden	使高興	/ˋgl?dn/	2	
glade	林間空地	/gled/	2	
gladiator	角鬥士	/ˋgl?d??et?/	2	
gladiolus	劍蘭	/?gl?d?ˋol?s/	2	
gladly	高興地	/ˋgl?dl?/	2	
gladsome	愉快的	/ˋgl?ds?m/	2	
glair	蛋白	/gl?r/	2	
glamour	魅力	/ˋgl?m?/	2	
glamorous	迷人的	/ˋgl?m?r?s/	2	
glance	一瞥	/gl?ns/	2	
gland	腺	/gl?nd/	2	
glandular	腺的	/ˋgl?nd??l?/	2	
glans	龜頭	/gl?nz/	2	
glare	怒視	/gl?r/	2	
glaring	刺眼的	/ˋgl?r??/	2	
glass	玻璃	/gl?s/	2	
glassful	一杯	/ˋgl?s?f?l/	2	
glassware	玻璃器皿	/ˋgl?s?w?r/	2	
glassy	玻璃狀的	/ˋgl?s?/	2	
glaze	釉	/glez/	2	
glazier	鑲玻璃工	/ˋgle??/	2	
gleam	微光	/glim/	2	
glean	收集	/glin/	2	
gleaner	拾穗者	/ˋglin?/	2	
glebe	土地	/glib/	2	
glee	歡喜	/gli/	2	
gleeful	快樂的	/ˋglif?l/	2	
glen	山谷	/gl?n/	2	
glib	油嘴滑舌的	/gl?b/	2	
glide	滑行	/gla?d/	2	
glider	滑翔機	/ˋgla?d?/	2	
glimmer	微光	/ˋgl?m?/	2	
glimpse	一瞥	/gl?mps/	2	
glint	閃爍	/gl?nt/	2	
glissando	滑音	/gl?ˋs?ndo/	2	
glisten	閃耀	/ˋgl?s?n/	2	
glister	閃爍	/ˋgl?st?/	2	
glitch	小故障	/gl?t?/	2	
glitter	閃耀	/ˋgl?t?/	2	
glitz	浮華	/gl?ts/	2	
gloaming	黃昏	/ˋglom??/	2	
gloat	沾沾自喜	/glot/	2	
glob	球狀物	/gl?b/	2	
global	全球的	/ˋglob?l/	2	
globate	球形的	/ˋglo?bet/	2	
globe	地球	/glob/	2	
globose	球形的	/gloˋbos/	2	
globular	球形的	/ˋgl?bj?l?/	2	
globule	小球	/ˋgl?bjul/	2	
globulin	球蛋白	/ˋgl?bj?l?n/	2	
glockenspiel	鐘琴	/ˋgl?k?n?spil/	2	
gloom	黑暗	/glum/	2	
gloomy	陰暗的	/ˋglum?/	2	
glorify	讚美	/ˋgl?r??fa?/	2	
glorious	光榮的	/ˋgl?r??s/	2	
glory	榮耀	/ˋgl?r?/	2	
gloss	光澤	/gl?s/	2	
glossary	詞彙表	/ˋgl?s?r?/	2	
glossy	有光澤的	/ˋgl?s?/	2	
glottal	聲門的	/ˋgl?t!/	2	
glottis	聲門	/ˋgl?t?s/	2	
glove	手套	/gl?v/	2	
glow	發光	/glo/	2	
glower	怒視	/ˋgla??/	2	
glowing	熾熱的	/ˋglo??/	2	
glowworm	螢火蟲	/ˋglo?w?m/	2	
glucose	葡萄糖	/ˋglukos/	2	
glue	膠	/glu/	2	
gluey	黏的	/ˋglu?/	2	
glum	悶悶不樂的	/gl?m/	2	
glut	供過於求	/gl?t/	2	
gluten	麩質	/ˋglutn/	2	
glutinous	黏性的	/ˋglutn?s/	2	
glutton	貪吃者	/ˋgl?tn/	2	
gluttonous	貪吃的	/ˋgl?t?n?s/	2	
glycerin	甘油	/ˋgl?s?r?n/	2	
glycogen	糖原	/ˋgla?k?d??n/	2	
glyph	字體符號	/gl?f/	2	
glyptic	雕刻的	/ˋgl?pt?k/	2	
gnarled	多節的	/gn?rld/	2	
gnash	咬牙	/n??/	2	
gnat	蚋	/n?t/	2	
gnaw	啃	/n?/	2	
gneiss	片麻岩	/na?s/	2	
gnome	地精	/nom/	2	
gnomic	格言的	/ˋnom?k/	2	
gnomon	日晷針	/ˋnom?n/	2	
gnostic	神秘知識的	/ˋn?st?k/	2	
gnu	牛羚	/nu/	2	
go	去	/go/	2	
goad	刺激	/god/	2	
go-ahead	許可	/ˋgo ??h?d/	2	
goal	目標	/gol/	2	
goalkeeper	守門員	/ˋgol?kip?/	2	
goalpost	球門柱	/ˋgol?post/	2	
goat	山羊	/got/	2	
goatee	山羊鬍	/goˋti/	2	
goatherd	牧羊人	/ˋgot?h?d/	2	
gobbet	一小塊	/ˋg?b?t/	2	
gobble	狼吞虎嚥	/ˋg?b!/	2	
gobbler	雄火雞	/ˋg?bl?/	2	
goblet	高腳杯	/ˋg?bl?t/	2	
goblin	小妖精	/ˋg?bl?n/	2	
god	神	/g?d/	2	
godchild	教子	/ˋg?d?t?a?ld/	2	
goddaughter	教女	/ˋg?d?d?t?/	2	
goddess	女神	/ˋg?d?s/	2	
godfather	教父	/ˋg?d?f???/	2	
godhead	神性	/ˋg?d?h?d/	2	
godless	無神論的	/ˋg?dl?s/	2	
godlike	神似的	/ˋg?d?la?k/	2	
godly	虔誠的	/ˋg?dl?/	2	
godmother	教母	/ˋg?d?m???/	2	
godparent	教父母	/ˋg?d?p?r?nt/	2	
godsend	天賜之物	/ˋg?d?s?nd/	2	
godson	教子	/ˋg?d?s?n/	2	
goggle	瞪眼看	/ˋg?g!/	2	
goggles	護目鏡	/ˋg?g!z/	2	
goiter	甲狀腺腫	/ˋgo?t?/	2	
goitre	甲狀腺腫	/ˋgo?t?/	2	
gold	黃金	/gold/	2	
goldbrick	金磚	/ˋgold?br?k/	2	
golden	金色的	/ˋgold?n/	2	
goldfinch	金翅雀	/ˋgold?f?nt?/	2	
goldfish	金魚	/ˋgold?f??/	2	
goldleaf	金箔	/ˋgold?lif/	2	
goldsmith	金匠	/ˋgold?sm?θ/	2	
golf	高爾夫	/g?lf/	2	
golfer	高爾夫球手	/ˋg?lf?/	2	
golly	天哪	/ˋg?l?/	2	
gonad	性腺	/ˋgon?d/	2	
gondola	貢多拉	/ˋg?nd?l?/	2	
gondolier	貢多拉船夫	/?g?nd?ˋl?r/	2	
gone	去	/g?n/	2	
gong	鑼	/g??/	2	
gonorrhea	淋病	/?g?n?ˋri?/	2	
goo	黏性物	/gu/	2	
good	好的	/g?d/	2	
goodbye	再見	/g?dˋba?/	2	
good-for-nothing	無用的	/ˋg?d f? ˋn?θ??/	2	
goodie	糖果	/ˋg?d?/	2	
goodly	大量的	/ˋg?dl?/	2	
goodman	男主人	/ˋg?dm?n/	2	
goodness	善良	/ˋg?dn?s/	2	
goodwill	善意	/ˋg?dˋw?l/	2	
goody	糖果	/ˋg?d?/	2	
goof	笨蛋	/guf/	2	
goofy	愚笨的	/ˋguf?/	2	
goose	鵝	/gus/	2	
gooseberry	醋栗	/ˋgus?b?r?/	2	
gooseflesh	雞皮疙瘩	/ˋgus?fl??/	2	
goosestep	鵝步	/ˋgus?st?p/	2	
gopher	地鼠	/ˋgof?/	2	
gore	血塊	/gor/	2	
gorge	峽谷	/g?rd?/	2	
gorgeous	華麗的	/ˋg?rd??s/	2	
gorilla	大猩猩	/g?ˋr?l?/	2	
gormandize	貪吃	/ˋg?rm?n?da?z/	2	
gorse	金雀花	/g?rs/	2	
gory	血腥的	/ˋgor?/	2	
gosh	天哪	/g??/	2	
gosling	小鵝	/ˋg?zl??/	2	
gospel	福音	/ˋg?sp?l/	2	
gossamer	輕而薄的	/ˋg?s?m?/	2	
gossip	八卦	/ˋg?s?p/	2	
got	得到	/g?t/	2	
gotten	得到	/ˋg?tn/	2	
gouache	水粉畫	/guˋ??/	2	
gouge	鑿	/ga?d?/	2	
goulash	燉牛肉	/ˋgu?l??/	2	
gourd	葫蘆	/g?rd/	2	
gourmand	美食家	/ˋg?rm?nd/	2	
gourmet	美食家	/ˋg?rme/	2	
gout	痛風	/ga?t/	2	
govern	統治	/ˋg?v?n/	2	
governance	統治	/ˋg?v?n?ns/	2	
governess	女家庭教師	/ˋg?v?n?s/	2	
government	政府	/ˋg?v?nm?nt/	2	
governmental	政府的	/?g?v?nˋm?nt!/	2	
governor	總督	/ˋg?v?n?/	2	
gown	長袍	/ga?n/	2	
grab	抓住	/gr?b/	2	
grace	優雅	/gres/	2	
graceful	優雅的	/ˋgresf?l/	2	
graceless	不雅的	/ˋgresl?s/	2	
gracious	親切的	/ˋgre??s/	2	
grad	畢業生	/gr?d/	2	
gradate	分級	/ˋgre?det/	2	
gradation	等級	/greˋde??n/	2	
grade	等級	/gred/	2	
gradient	坡度	/ˋgred??nt/	2	
gradual	逐漸的	/ˋgr?d???l/	2	
gradually	逐漸地	/ˋgr?d???l?/	2	
graduate	畢業	/ˋgr?d???t/	2	
graduation	畢業	/?gr?d??ˋe??n/	2	
graduator	刻度計	/ˋgr?d???et?/	2	
graffito	塗鴉	/gr?ˋfito/	2	
graft	嫁接	/gr?ft/	2	
grail	聖杯	/grel/	2	
grain	穀物	/gren/	2	
grainy	顆粒狀的	/ˋgren?/	2	
gram	克	/gr?m/	2	
gramary	魔法	/ˋgr?m?r?/	2	
gramineous	禾草的	/gr?ˋm?n??s/	2	
graminivore	食草動物	/ˋgr?m?n??vor/	2	
grammarian	語法學家	/gr?ˋm?r??n/	2	
grammar	語法	/ˋgr?m?/	2	
grammatical	語法的	/gr?ˋm?t?k!/	2	
gramme	克	/gr?m/	2	
gramophone	留聲機	/ˋgr?m??fon/	2	
granary	穀倉	/ˋgr?n?r?/	2	
grand	宏偉的	/gr?nd/	2	
grandchild	孫子	/ˋgr?nd?t?a?ld/	2	
granddaughter	孫女	/ˋgr?nd?d?t?/	2	
grandee	顯貴	/gr?nˋdi/	2	
grandeur	壯麗	/ˋgr?nd??/	2	
grandfather	祖父	/ˋgr?nd?f???/	2	
grandiloquence	誇張	/gr?nˋd?l?kw?ns/	2	
grandiose	宏偉的	/ˋgr?nd?os/	2	
grandma	祖母	/ˋgr?ndm?/	2	
grandmother	祖母	/ˋgr?nd?m???/	2	
grandpa	祖父	/ˋgr?ndp?/	2	
grandparent	祖父母	/ˋgr?nd?p?r?nt/	2	
grandson	孫子	/ˋgr?nds?n/	2	
grandstand	大看台	/ˋgr?nd?st?nd/	2	
grange	農場	/grend?/	2	
granite	花崗岩	/ˋgr?n?t/	2	
granivorous	食穀的	/gr?ˋn?v?r?s/	2	
granny	祖母	/ˋgr?n?/	2	
grant	授予	/gr?nt/	2	
grantee	受贈人	/gr?nˋti/	2	
grantor	贈與人	/gr?nˋtor/	2	
granular	顆粒的	/ˋgr?nj?l?/	2	
granulate	使成顆粒	/ˋgr?nj??let/	2	
granule	顆粒	/ˋgr?njul/	2	
grape	葡萄	/grep/	2	
grapefruit	葡萄柚	/ˋgrep?frut/	2	
grapeshot	葡萄彈	/ˋgrep???t/	2	
grapevine	葡萄藤	/ˋgrep?va?n/	2	
graph	圖表	/gr?f/	2	
graphic	繪圖的	/ˋgr?f?k/	2	
graphite	石墨	/ˋgr?fa?t/	2	
graphology	筆跡學	/gr?ˋf?l?d??/	2	
grapnel	抓鉤	/ˋgr?pn?l/	2	
grapple	抓牢	/ˋgr?p!/	2	
grasp	抓緊	/gr?sp/	2	
grasping	貪婪的	/ˋgr?sp??/	2	
grass	草	/gr?s/	2	
grasshopper	蚱蜢	/ˋgr?s?h?p?/	2	
grassland	草原	/ˋgr?s?l?nd/	2	
grassy	草多的	/ˋgr?s?/	2	
grate	磨碎	/gret/	2	
grateful	感謝的	/ˋgretf?l/	2	
gratification	滿足	/?gr?t?f?ˋke??n/	2	
gratify	滿足	/ˋgr?t??fa?/	2	
grating	刺耳的	/ˋgret??/	2	
gratis	免費	/ˋgr?t?s/	2	
gratitude	感謝	/ˋgr?t??tjud/	2	
gratuitous	無謂的	/gr?ˋtju?t?s/	2	
gratuity	小費	/gr?ˋtju?t?/	2	
grave	墳墓	/grev/	2	
gravel	礫石	/ˋgr?v?l/	2	
gravelly	礫石的	/ˋgr?v?l?/	2	
graven	雕刻的	/ˋgrev?n/	2	
graver	雕刻刀	/ˋgrev?/	2	
gravid	懷孕的	/ˋgr?v?d/	2	
gravimeter	重力計	/gr?ˋv?m?t?/	2	
gravitate	受引力吸引	/ˋgr?v??tet/	2	
gravitation	引力	/?gr?v?ˋte??n/	2	
gravity	重力	/ˋgr?v?t?/	2	
gravy	肉汁	/ˋgrev?/	2	
gray	灰色	/gre/	2	
grayhound	靈獅	/ˋgre?ha?nd/	2	
grayish	灰色的	/ˋgre??/	2	
graze	吃草	/grez/	2	
grazier	放牧者	/ˋgre??/	2	
grease	油脂	/gris/	2	
greaser	加油工	/ˋgris?/	2	
greasy	油膩的	/ˋgris?/	2	
great	巨大的	/gret/	2	
greatcoat	大衣	/ˋgret?kot/	2	
greatly	非常地	/ˋgretl?/	2	
greatness	偉大	/ˋgretn?s/	2	
greave	脛甲	/griv/	2	
grebe	??	/grib/	2	
grecian	希臘的	/ˋgri??n/	2	
greed	貪婪	/grid/	2	
greedy	貪婪的	/ˋgrid?/	2	
greek	希臘人	/grik/	2	
green	綠色的	/grin/	2	
greenback	美鈔	/ˋgrin?b?k/	2	
greenery	綠色植物	/ˋgrin?r?/	2	
greenhorn	新手	/ˋgrin?horn/	2	
greenhouse	溫室	/ˋgrin?ha?s/	2	
greenish	微綠的	/ˋgrin??/	2	
greenroom	演員休息室	/ˋgrin?rum/	2	
greenwood	綠林	/ˋgrin?w?d/	2	
greet	問候	/grit/	2	
greeting	問候	/ˋgrit??/	2	
gregarious	群居的	/gr?ˋg?r??s/	2	
gregorian	格列高利的	/gr?ˋgor??n/	2	
gremlin	小精靈	/ˋgr?ml?n/	2	
grenade	手榴彈	/gr?ˋned/	2	
grenadier	擲彈兵	/?gr?n?ˋd?r/	2	
grew	成長	/gru/	2	
grey	灰色	/gre/	2	
greyhound	靈獅	/ˋgre?ha?nd/	2	
greyish	微灰的	/ˋgre??/	2	
grid	網格	/gr?d/	2	
gridiron	烤架	/ˋgr?d?a?rn/	2	
grief	悲痛	/grif/	2	
grievance	委屈	/ˋgriv?ns/	2	
grieve	悲傷	/griv/	2	
grievous	痛苦的	/ˋgriv?s/	2	
griffin	獅鷲	/ˋgr?f?n/	2	
grill	烤架	/gr?l/	2	
grille	格柵	/gr?l/	2	
grilse	幼鮭	/gr?ls/	2	
grim	嚴肅的	/gr?m/	2	
grimace	做鬼臉	/gr?ˋmes/	2	
grime	污垢	/gra?m/	2	
grimy	骯髒的	/ˋgra?m?/	2	
grin	露齒笑	/gr?n/	2	
grind	磨	/gra?nd/	2	
grinder	磨床	/ˋgra?nd?/	2	
grindstone	磨石	/ˋgra?nd?ston/	2	
gringo	外國人	/ˋgr??go/	2	
grinning	露齒笑的	/ˋgr?n??/	2	
grip	緊握	/gr?p/	2	
gripe	抱怨	/gra?p/	2	
grippe	流行性感冒	/gr?p/	2	
grisly	恐怖的	/ˋgr?zl?/	2	
grist	穀物	/gr?st/	2	
gristle	軟骨	/ˋgr?s!/	2	
gristly	軟骨的	/ˋgr?sl?/	2	
grit	砂礫	/gr?t/	2	
gritty	多砂的	/ˋgr?t?/	2	
grizzled	灰白的	/ˋgr?z!d/	2	
grizzly	灰熊	/ˋgr?zl?/	2	
groan	呻吟	/gron/	2	
groat	舊銀幣	/grot/	2	
grocer	食品商	/ˋgros?/	2	
grocery	雜貨店	/ˋgros?r?/	2	
grog	烈酒	/gr?g/	2	
groggy	虛弱的	/ˋgr?g?/	2	
groin	腹股溝	/gr??n/	2	
grommet	金屬環	/ˋgr?m?t/	2	
groom	新郎	/grum/	2	
groove	凹槽	/gruv/	2	
groovy	極好的	/ˋgruv?/	2	
grope	摸索	/grop/	2	
grosbeak	蠟嘴鳥	/ˋgros?bik/	2	
gross	總共的	/gros/	2	
grotesque	荒誕的	/groˋt?sk/	2	
grotto	洞穴	/ˋgr?to/	2	
grouch	發牢騷的人	/gra?t?/	2	
grouchy	牢騷的	/ˋgra?t??/	2	
ground	地面	/gra?nd/	2	
groundhog	土撥鼠	/ˋgra?nd?h?g/	2	
groundling	平民	/ˋgra?ndl??/	2	
groundnut	花生	/ˋgra?nd?n?t/	2	
groundswell	洶湧	/ˋgra?nd?sw?l/	2	
groundwork	基礎	/ˋgra?nd?w?k/	2	
group	群	/grup/	2	
grouper	石斑魚	/ˋgrup?/	2	
grouse	松雞	/gra?s/	2	
grout	灌漿	/gra?t/	2	
grove	樹叢	/grov/	2	
grovel	卑躬屈膝	/ˋgr?v!/	2	
grow	生長	/gro/	2	
grower	種植者	/ˋgro?/	2	
growl	咆哮	/gra?l/	2	
grown	生長的	/gron/	2	
grownup	成年人	/ˋgron??p/	2	
growth	生長	/groθ/	2	
grub	幼蟲	/gr?b/	2	
grubby	骯髒的	/ˋgr?b?/	2	
grudge	怨恨	/gr?d?/	2	
gruel	粥	/ˋgru?l/	2	
grueling	精疲力竭的	/ˋgru?l??/	2	
gruesome	可怕的	/ˋgrus?m/	2	
gruff	粗魯的	/gr?f/	2	
grumble	抱怨	/ˋgr?mb!/	2	
grumbler	抱怨者	/ˋgr?mbl?/	2	
grume	血塊	/grum/	2	
grumpy	脾氣壞的	/ˋgr?mp?/	2	
grunt	咕噥	/gr?nt/	2	
guano	鳥糞	/ˋgw?no/	2	
guarantee	保證	/?g?r?nˋti/	2	
guarantor	保證人	/?g?r?nˋtor/	2	
guaranty	擔保	/ˋg?r?nt?/	2	
guard	守衛	/g?rd/	2	
guarded	謹慎的	/ˋg?rd?d/	2	
guardian	監護人	/ˋg?rd??n/	2	
guardroom	警衛室	/ˋg?rd?rum/	2	
guardsman	衛兵	/ˋg?rdzm?n/	2	
guava	番石榴	/ˋgw?v?/	2	
gubernatorial	州長的	/?gjub?n?ˋtor??l/	2	
gudgeon	魚餌	/ˋg?d??n/	2	
guerdon	酬金	/ˋg?dn/	2	
guerrilla	游擊隊員	/g?ˋr?l?/	2	
guess	猜測	/g?s/	2	
guest	客人	/g?st/	2	
guffaw	狂笑	/g?ˋf?/	2	
guidance	指導	/ˋga?dns/	2	
guide	指導	/ga?d/	2	
guidebook	指南	/ˋga?d?b?k/	2	
guideline	準則	/ˋga?d?la?n/	2	
guild	協會	/g?ld/	2	
guile	欺詐	/ga?l/	2	
guileless	誠實的	/ˋga?ll?s/	2	
guillotine	斷頭台	/ˋg?l??tin/	2	
guilt	內疚	/g?lt/	2	
guiltless	無罪的	/ˋg?ltl?s/	2	
guilty	內疚的	/ˋg?lt?/	2	
guinea	畿尼	/ˋg?n?/	2	
guise	外表	/ga?z/	2	
guitar	吉他	/g?ˋt?r/	2	
guitarist	吉他手	/g?ˋt?r?st/	2	
gular	喉的	/ˋgjul?/	2	
gulch	深谷	/g?lt?/	2	
gulf	海灣	/g?lf/	2	
gull	海鷗	/g?l/	2	
gullet	食道	/ˋg?l?t/	2	
gullible	易受騙的	/ˋg?l?b!/	2	
gully	溝壑	/ˋg?l?/	2	
gulp	吞嚥	/g?lp/	2	
gum	口香糖	/g?m/	2	
gumbo	秋葵湯	/ˋg?mbo/	2	
gumdrop	軟糖	/ˋg?m?dr?p/	2	
gumption	精明	/ˋg?mp??n/	2	
gummy	黏的	/ˋg?m?/	2	
gun	槍	/g?n/	2	
gunboat	砲艇	/ˋg?n?bot/	2	
gunfire	砲火	/ˋg?n?fa??/	2	
gunman	槍手	/ˋg?nm?n/	2	
gunner	砲手	/ˋg?n?/	2	
gunnery	砲術	/ˋg?n?r?/	2	
gunpowder	火藥	/ˋg?n?pa?d?/	2	
gunshot	槍聲	/ˋg?n???t/	2	
gunslinger	槍手	/ˋg?n?sl???/	2	
gunsmith	槍匠	/ˋg?n?sm?θ/	2	
gunwale	船舷	/ˋg?n!/	2	
guppy	孔雀魚	/ˋg?p?/	2	
gurgle	潺潺聲	/ˋg?g!/	2	
gurnard	角魚	/ˋg?n?d/	2	
guru	大師	/ˋgur?/	2	
gush	湧出	/g??/	2	
gusset	角撐板	/ˋg?s?t/	2	
gussy	打扮	/ˋg?s?/	2	
gust	陣風	/g?st/	2	
gustatory	味覺的	/ˋg?st??tor?/	2	
gusto	熱情	/ˋg?sto/	2	
gusty	多風的	/ˋg?st?/	2	
gut	腸	/g?t/	2	
gutter	排水溝	/ˋg?t?/	2	
guttural	喉音的	/ˋg?t?r?l/	2	
guy	傢伙	/ga?/	2	
guzzle	狂飲	/ˋg?z!/	2	
gym	健身房	/d??m/	2	
gymnasium	體育館	/d??mˋne z??m/	2	
gymnast	體操運動員	/ˋd??mn?st/	2	
gymnastics	體操	/d??mˋn?st?ks/	2	
gynaecologist	婦科醫生	/?ga?n?ˋk?l?d??st/	2	
gynaecology	婦科學	/?ga?n?ˋk?l?d??/	2	
gynecology	婦科學	/?ga?n?ˋk?l?d??/	2	
gyp	欺騙	/d??p/	2	
gypsum	石膏	/ˋd??ps?m/	2	
gypsy	吉普賽人	/ˋd??ps?/	2	
gyrate	旋轉	/ˋd?a??ret/	2	
gyration	旋轉	/d?a?ˋre??n/	2	
gyrocompass	陀螺羅經	/ˋd?a?ro?k?mp?s/	2	
gyroscope	陀螺儀	/ˋd?a?r??skop/	2	
gyve	腳鐐	/d?a?v/	2	
ha	哈	/h?/	2	
habeas	人身保護狀	/ˋheb??s/	2	
haberdasher	男服飾商	/ˋh?b??d???/	2	
haberdashery	男服飾品	/ˋh?b??d???r?/	2	
habiliment	服裝	/h?ˋb?l?m?nt/	2	
habilitate	具備資格	/h?ˋb?l??tet/	2	
habit	習慣	/ˋh?b?t/	2	
habitable	可居住的	/ˋh?b?t?b!/	2	
habitat	棲息地	/ˋh?b??t?t/	2	
habitation	居住	/?h?b?ˋte??n/	2	
habitual	習慣性的	/h?ˋb?t???l/	2	
habituate	使習慣於	/h?ˋb?t???et/	2	
habitu?	常客	/h?ˋb?t?ue/	2	
hacek	抑揚符	/ˋh?t??k/	2	
hachure	陰影線	/ˋh???r/	2	
hack	砍	/h?k/	2	
hacker	駭客	/ˋh?k?/	2	
hackle	梳麻	/ˋh?k!/	2	
hackney	計程車	/ˋh?kn?/	2	
hackneyed	陳腐的	/ˋh?kn?d/	2	
had	有	/h?d/	2	
haddock	黑線鱈	/ˋh?d?k/	2	
hades	地獄	/ˋhediz/	2	
haematite	赤鐵礦	/ˋhim??ta?t/	2	
haemoglobin	血紅素	/?him?ˋglob?n/	2	
haemorrhage	出血	/ˋh?m?r?d?/	2	
haemorrhoid	痔瘡	/ˋh?m?r??d/	2	
haft	柄	/h?ft/	2	
hag	女巫	/h?g/	2	
haggard	憔悴的	/ˋh?g?d/	2	
haggis	羊雜碎	/ˋh?g?s/	2	
haggle	討價還價	/ˋh?g!/	2	
hagiography	聖徒傳	/?h?g?ˋ?gr?f?/	2	
hague	海牙	/heg/	2	
haha	哈哈	/h?ˋh?/	2	
hah-hah	哈哈	/h? h?/	2	
haiku	俳句	/ˋha?ku/	2	
hail	冰雹	/hel/	2	
hailstone	冰雹	/ˋhel?ston/	2	
hailstorm	雹暴	/ˋhel?st?rm/	2	
hair	頭髮	/h?r/	2	
hairbreadth	極短的距離	/ˋh?r?br?θ/	2	
hairbrush	髮刷	/ˋh?r?br??/	2	
